Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-09,65.50690757216353,67.07593373042049,65.34019269776522,66.93864440917969,27177100,0.0,0
2021-04-12,66.87979941989012,67.16418657428798,63.45736001301025,64.14381408691406,51266900,0.0,0
2021-04-13,64.33993121924303,64.35954077003619,62.96703073084291,63.957481384277344,26822000,0.0,0
2021-04-14,64.04573644773133,64.1143810989903,62.60419503044013,62.94742202758789,25768400,0.0,0
2021-04-15,62.73168647139041,63.957489294477746,62.44729931862935,63.761356353759766,24927700,0.0,0
2021-04-16,64.0653524502409,64.25166936825852,63.320062333053166,63.496578216552734,24625500,0.0,0
2021-04-19,63.447545100649464,63.48677168506521,61.849101064664374,62.39826202392578,23997700,0.0,0
2021-04-20,62.40806941715851,62.52574543448838,61.20187995218117,61.48626708984375,19872100,0.0,0
2021-04-21,61.57452326866839,62.54535693023527,61.094006955361905,62.4669075012207,24364200,0.0,0
2021-04-22,62.12368346038747,62.67284445312096,61.07439657885541,61.35878372192383,38257600,0.0,0
2021-04-23,58.01478947760931,58.838529033715446,56.77918201387658,58.09324264526367,77479500,0.0,0
2021-04-26,57.955950376148714,58.36782203013077,57.3283399899408,57.62253189086914,39645900,0.0,0
2021-04-27,57.426406942526334,57.49505159530228,56.65169872879441,56.84782791137695,38167700,0.0,0
2021-04-28,56.40653780470008,57.03414819204174,56.043701250928116,56.504600524902344,30387400,0.0,0
2021-04-29,56.75957032438483,57.17143824363918,56.35750718093761,57.151824951171875,23290600,0.0,0
2021-04-30,56.49479685935065,57.298923151539924,55.9652491818056,56.416343688964844,30731800,0.0,0
2021-05-03,56.73996077139042,56.75957406515035,55.73970523475365,56.151573181152344,22281700,0.0,0
2021-05-04,55.77892491667607,55.87698763248198,54.729638145970945,55.79853820800781,35323600,0.0,0
2021-05-05,55.85737914522852,56.19079764483862,55.36705804232268,55.749507904052734,21001900,0.0,0
2021-05-06,55.86593626274143,56.487547004188556,55.500864960447274,56.4283447265625,25529300,0.348,0
2021-05-07,56.931557673196714,57.23742671396397,56.47768481252089,56.901954650878906,19959000,0.0,0
2021-05-10,56.38888310136443,56.46781571155302,55.13579639201261,55.2245979309082,35046500,0.0,0
2021-05-11,54.31684911268806,54.8891265401012,53.57683753413947,54.306983947753906,35968100,0.0,0
2021-05-12,53.66563706228588,53.922176507679204,52.70855425212988,52.90589141845703,30232300,0.0,0
2021-05-13,53.320298211002765,53.66563541857802,52.748020822571455,53.29069519042969,29192500,0.0,0
2021-05-14,53.8728386486295,55.106191216261976,53.537366599677725,54.612850189208984,28158300,0.0,0
2021-05-17,54.55365238893591,55.14566012359127,54.030708333967176,54.59312057495117,20010200,0.0,0
2021-05-18,55.20485967123685,55.39232789969387,54.07017384474611,54.109642028808594,18703400,0.0,0
2021-05-19,53.349898065046,54.69178625332356,53.12296164554219,54.622718811035156,23769700,0.0,0
2021-05-20,54.829924248336646,55.49100321560501,54.622721909717086,55.204864501953125,23145200,0.0,0
2021-05-21,55.66860199649167,55.954740707392865,55.234463229667895,55.333133697509766,17723100,0.0,0
2021-05-24,55.89553936113754,56.62568196673998,55.6488688498596,56.20140838623047,19164400,0.0,0
2021-05-25,56.79342291984055,56.79342291984055,55.6686021663716,56.11260986328125,22309900,0.0,0
2021-05-26,56.29021125110626,56.467814324534984,55.83633840296325,56.16194152832031,15173600,0.0,0
2021-05-27,56.349413113729646,57.10915875247197,56.24087748478169,56.96115493774414,32387600,0.0,0
2021-05-28,56.78354938674966,56.88221984689188,56.18167275350829,56.359275817871094,20303900,0.0,0
2021-06-01,56.84275559887964,57.04995793368612,55.83633941909943,56.13234329223633,20326400,0.0,0
2021-06-02,56.15207668732301,56.92168750068674,56.004072870648415,56.71448516845703,18483600,0.0,0
2021-06-03,56.221143751278476,56.33954454548158,55.34299731347647,55.49100112915039,21831300,0.0,0
2021-06-04,55.79687040413983,56.98088964300697,55.787005239535524,56.60594940185547,21493800,0.0,0
2021-06-07,56.64541553217318,56.67501478880523,56.0238047956473,56.32967758178711,17364400,0.0,0
2021-06-08,56.68488675155477,56.87235499341592,55.846204717779884,56.24087905883789,33254500,0.0,0
2021-06-09,56.5960852130114,56.71448600977141,56.21127980062125,56.24087905883789,13904800,0.0,0
2021-06-10,56.38888160007781,57.25715910850289,56.17181034102485,56.61581802368164,26738100,0.0,0
2021-06-11,56.704619039689184,57.1683570471908,56.191543918205966,57.07955551147461,18119700,0.0,0
2021-06-14,57.24729347516329,57.42489654677164,56.46781374575922,57.4150276184082,21784500,0.0,0
2021-06-15,57.43476081886685,57.64196314455947,57.030221331798415,57.21769332885742,20806500,0.0,0
2021-06-16,57.375561363369485,57.59262884981579,56.01393911250981,56.45794677734375,21879700,0.0,0
2021-06-17,56.290210199045,57.12889219987092,55.94487298710648,56.418479919433594,21498800,0.0,0
2021-06-18,55.92513986270975,55.99420730629327,54.36618039006836,54.9285888671875,55118300,0.0,0
2021-06-21,55.00752617526237,55.293664882916545,54.63258592950494,55.12592697143555,19254600,0.0,0
2021-06-22,55.194994416194355,55.530466475262905,54.76085565429707,55.12592697143555,18682800,0.0,0
2021-06-23,55.12592449793458,55.22459496022942,54.49444859482069,54.5240478515625,20287900,0.0,0
2021-06-24,54.750991414600016,55.35286433425362,54.6029875939629,55.323265075683594,21209700,0.0,0
2021-06-25,55.273929458179076,55.65873485939312,55.00752485028627,55.1653938293457,21101200,0.0,0
2021-06-28,55.6094022993385,56.961155686985755,55.589668206188996,56.71448516845703,22480900,0.0,0
2021-06-29,56.78355421838689,57.05982776639967,55.13579691468486,55.99420928955078,26360000,0.0,0
2021-06-30,55.58966733418387,55.62913551986377,54.65231862569972,55.392330169677734,29891600,0.0,0
2021-07-01,55.38246553228767,55.88567173086873,55.12592608682015,55.264060974121094,24871600,0.0,0
2021-07-02,55.79687175991394,56.231014290920456,55.569935329566675,56.00407409667969,17219400,0.0,0
2021-07-06,56.16194268101879,56.25074421955576,54.958193092276275,55.34299850463867,26186600,0.0,0
2021-07-07,55.619268818767374,55.69820519328817,54.96805878454479,55.21472930908203,14857400,0.0,0
2021-07-08,54.57338444193259,54.97792392373342,54.060309334593654,54.65231704711914,19162000,0.0,0
2021-07-09,54.77072064885514,55.36273215566861,54.57338724381075,55.24433135986328,18708000,0.0,0
2021-07-12,55.51073027960072,56.00407130284738,55.362730230962704,55.97447204589844,15392800,0.0,0
2021-07-13,55.86593933876406,56.53688346656231,55.58966955575072,56.11260986328125,15716000,0.0,0
2021-07-14,56.408610199679075,56.694748893495195,55.57980090265571,55.767269134521484,16263600,0.0,0
2021-07-15,55.648873100909455,55.648873100909455,54.82992513423801,55.06673049926758,18917000,0.0,0
2021-07-16,55.30352583656981,56.1718070581428,54.16884378486555,54.237911224365234,25263800,0.0,0
2021-07-19,53.68537131467062,54.08004564849651,53.25123255857686,53.91230773925781,27007700,0.0,0
2021-07-20,54.188576517716506,54.820056192999544,53.54723544191465,54.50431823730469,19867000,0.0,0
2021-07-21,54.44511708356118,55.53046585819038,54.27737917394414,55.48113250732422,18497200,0.0,0
2021-07-22,55.31339977723303,55.78700673267732,54.93845952604624,55.21472930908203,36691000,0.0,0
2021-07-23,53.853110831004635,53.9813767940164,51.62320717696193,52.294151306152344,67742300,0.0,0
2021-07-26,52.10668115805901,53.8136406772172,52.05734404374127,53.58670425415039,32881200,0.0,0
2021-07-27,52.41254988824252,52.49148625958322,51.61333982983142,52.47175216674805,39878000,0.0,0
2021-07-28,52.323748214580114,53.201894642018374,52.23494667900246,52.363216400146484,28478800,0.0,0
2021-07-29,52.76775768487948,53.379499526364384,52.609888701144875,52.98482894897461,16886600,0.0,0
2021-07-30,52.93549493365501,53.182165452891255,52.54082059731965,53.00456237792969,16460000,0.0,0
2021-08-02,53.27096832654619,53.74457528369186,52.8269606280054,52.96509552001953,18098100,0.0,0
2021-08-03,53.17229277169891,53.43869736533972,52.550682053203694,53.340030670166016,16375900,0.0,0
2021-08-04,53.52750044551983,53.71496867733205,52.984826078574315,53.18216323852539,17612700,0.0,0
2021-08-05,53.617137736682075,53.64692933941385,53.20996941648768,53.517826080322266,15310000,0.348,0
2021-08-06,53.488035659187,53.756171454753336,53.358932397243414,53.5476188659668,19252600,0.0,0
2021-08-09,53.70651887271758,54.034237883320166,53.458245402607055,53.67672348022461,14670100,0.0,0
2021-08-10,53.86541318637004,54.01437499388813,53.14045132737592,53.567481994628906,16215700,0.0,0
2021-08-11,53.88527204153209,53.98458370213741,53.46817443204724,53.7661018371582,18590800,0.0,0
2021-08-12,53.79589252787328,53.80582558794143,52.89217726764594,53.17024612426758,15070100,0.0,0
2021-08-13,53.130519481306735,53.19010647443839,52.69355956339814,53.12059020996094,15276900,0.0,0
2021-08-16,52.862386698279515,53.12059322816851,52.633975560825405,53.100730895996094,17690300,0.0,0
2021-08-17,52.80279925761204,52.81273231779095,51.85936311164891,52.326114654541016,22014900,0.0,0
2021-08-18,52.236735284793824,52.663765945733836,51.7501214170684,51.829566955566406,15061700,0.0,0
2021-08-19,51.69053291150755,52.30625002319715,51.22378138913344,52.07783889770508,22999400,0.0,0
2021-08-20,51.799775836761135,52.0182576992913,51.064884709929416,51.65081024169922,25719900,0.0,0
2021-08-23,52.22680534290498,53.170245251208705,52.1175644140637,52.86238479614258,23976300,0.0,0
2021-08-24,53.190107733670565,53.597276058828854,52.941834272272764,53.43838119506836,20348800,0.0,0
2021-08-25,53.706516987980265,53.85547879180751,53.358931869011926,53.43838119506836,15048400,0.0,0
2021-08-26,53.378793902314605,53.378793902314605,52.60418191935377,52.76307678222656,19570000,0.0,0
2021-08-27,52.991487560848434,53.567480014326,52.55452384956993,53.517826080322266,16521400,0.0,0
2021-08-30,53.88527173002381,54.491059596980485,53.38872479492522,53.567481994628906,14581300,0.0,0
2021-08-31,54.06402606023883,54.12361305309492,53.28941409487093,53.68665313720703,22350100,0.0,0
2021-09-01,53.73630681126374,53.78596074422822,53.160310581489405,53.29934310913086,18615000,0.0,0
2021-09-02,53.42844876205607,53.517827360742125,52.98155576862579,53.35893249511719,15869500,0.0,0
2021-09-03,53.07093325843938,53.706516496011595,52.95176305879874,53.14044952392578,13456200,0.0,0
2021-09-07,53.200038281900284,53.57741501301956,53.07093501813665,53.27948760986328,13915000,0.0,0
2021-09-08,53.35893377936134,53.54762025297213,52.624046428790855,53.20003890991211,18235100,0.0,0
2021-09-09,53.28941458105492,53.51782570655878,52.9716248596276,53.031211853027344,13495800,0.0,0
2021-09-10,53.478103252513364,54.60030038358957,53.43838237695902,53.46817398071289,20307000,0.0,0
2021-09-13,54.23285657742079,55.10678023941804,54.03423704673699,54.610233306884766,22639200,0.0,0
2021-09-14,54.987606669998534,55.0571229380185,53.89520492538267,54.14347839355469,22072700,0.0,0
2021-09-15,54.292437315125866,54.769125682424374,54.044163860152686,54.73933029174805,18796200,0.0,0
2021-09-16,54.48112750927576,54.570506104508034,53.865410402315774,54.45133590698242,19863100,0.0,0
2021-09-17,54.21299194501343,54.21299194501343,53.29934365797918,53.88526916503906,35359200,0.0,0
2021-09-20,52.84252398983158,53.13052212175221,51.95867105039116,52.614112854003906,35051900,0.0,0
2021-09-21,52.83259416093537,53.08086762617628,52.46515049311751,52.5048713684082,17968900,0.0,0
2021-09-22,53.03121199935542,53.49796352304151,52.633972952299025,53.13051986694336,18594100,0.0,0
2021-09-23,53.37879528143895,53.92499614990411,53.22982968624279,53.6568603515625,16474300,0.0,0
2021-09-24,53.4085868122516,54.044166279296604,53.35893287670479,53.845550537109375,12976200,0.0,0
2021-09-27,53.56748007688135,54.4910576461683,53.44830987746275,54.282508850097656,13899900,0.0,0
2021-09-28,53.805824760872554,54.2129930853019,53.58734290296087,53.62706756591797,24691300,0.0,0
2021-09-29,53.62706639234698,53.67672032578055,52.81272976130916,53.12059020996094,20514300,0.0,0
2021-09-30,53.38872531821378,53.6072071840714,52.892178378248296,52.91204071044922,20519200,0.0,0
2021-10-01,53.27948830328662,53.73631057996189,52.68362970086659,53.488037109375,19895100,0.0,0
2021-10-04,53.55755317090431,53.95479223764777,52.713424889515096,53.100730895996094,27353300,0.0,0
2021-10-05,53.18017639983775,53.96472147252379,53.110660131458225,53.577415466308594,18129400,0.0,0
2021-10-06,53.11065752273328,53.69658303340402,52.70348920435885,53.60720443725586,20059600,0.0,0
2021-10-07,53.94485681053953,54.61023164988843,53.74623728588229,53.805824279785156,20704400,0.0,0
2021-10-08,54.1732685193285,54.20306391077585,53.32914026591695,53.43838119506836,16064100,0.0,0
2021-10-11,53.438381749952185,54.03423654815307,53.05107196393395,53.0709342956543,14398800,0.0,0
2021-10-12,53.20003671858104,53.34900230995796,51.650808964000014,51.8097038269043,32784300,0.0,0
2021-10-13,52.01825617172876,52.216875696527865,51.51177619407342,51.89908218383789,18534000,0.0,0
2021-10-14,52.53466571087652,53.62706742077355,52.36583778794196,53.52775955200195,26586700,0.0,0
2021-10-15,53.82568627895383,54.11368439851211,53.43838029185587,54.08388900756836,25223000,0.0,0
2021-10-18,53.81575362898536,54.18320107605528,53.34900210197191,54.09382247924805,22407600,0.0,0
2021-10-19,54.25271620559142,54.83864170831466,53.994509692064696,54.82870864868164,18392900,0.0,0
2021-10-20,54.86843584594686,55.10678003957356,54.69961170790696,54.987606048583984,16850300,0.0,0
2021-10-21,54.550644450804874,55.68277081223486,54.45133658302595,55.61325454711914,38390900,0.0,0
2021-10-22,50.04199720700702,50.20089206738209,48.80062992646665,49.1184196472168,109971900,0.0,0
2021-10-25,49.485868939401314,49.72420934469573,48.969459676793484,49.06876754760742,43178800,0.0,0
2021-10-26,49.058839224145906,49.09856010022779,47.598990007177896,47.946571350097656,68405400,0.0,0
2021-10-27,48.18491533961653,48.48284274487893,47.53940280458759,47.55926513671875,41081500,0.0,0
2021-10-28,47.80753853021237,48.02602039495705,47.549335789620685,47.747955322265625,31317200,0.0,0
2021-10-29,47.76781223338853,48.93966326875403,47.58905503895296,48.661598205566406,42255700,0.0,0
2021-11-01,49.058836204219816,49.25745193746058,48.66159716103373,49.20779800415039,28013700,0.0,0
2021-11-02,49.267385872958606,49.55538399497064,48.89000915405845,49.51565933227539,27193300,0.0,0
2021-11-03,49.585177543035144,50.10158681327499,49.36669567799262,50.04199981689453,23962100,0.0,0
2021-11-04,50.2400016784668,50.349998474121094,49.72999954223633,50.310001373291016,24806000,0.348,0
2021-11-05,50.54999923706055,51.58000183105469,50.540000915527344,50.91999816894531,36793200,0.0,0
2021-11-08,51.459999084472656,51.9900016784668,51.060001373291016,51.54999923706055,31647800,0.0,0
2021-11-09,51.540000915527344,51.77000045776367,50.77000045776367,51.20000076293945,22508400,0.0,0
2021-11-10,50.97999954223633,51.38999938964844,50.709999084472656,50.7599983215332,25040700,0.0,0
2021-11-11,51.0099983215332,51.06999969482422,50.40999984741211,50.529998779296875,25420000,0.0,0
2021-11-12,50.599998474121094,50.900001525878906,50.18000030517578,50.310001373291016,23872500,0.0,0
2021-11-15,50.40999984741211,50.630001068115234,50.119998931884766,50.31999969482422,24695800,0.0,0
2021-11-16,50.369998931884766,51.150001525878906,50.34000015258789,50.61000061035156,30927800,0.0,0
2021-11-17,50.599998474121094,50.939998626708984,49.97999954223633,50.22999954223633,23546900,0.0,0
2021-11-18,50.2400016784668,50.2400016784668,48.970001220703125,49.68000030517578,30658200,0.0,0
2021-11-19,49.599998474121094,49.72999954223633,49.2400016784668,49.52000045776367,27607600,0.0,0
2021-11-22,49.54999923706055,50.849998474121094,49.40999984741211,49.83000183105469,33389600,0.0,0
2021-11-23,50.15999984741211,50.45000076293945,48.63999938964844,49.099998474121094,44713300,0.0,0
2021-11-24,48.86000061035156,49.779998779296875,48.630001068115234,49.7599983215332,26035800,0.0,0
2021-11-26,48.900001525878906,49.18000030517578,48.119998931884766,48.779998779296875,25269000,0.0,0
2021-11-29,49.29999923706055,50.130001068115234,48.720001220703125,50.0,31478900,0.0,0
2021-11-30,49.5,50.400001525878906,48.68000030517578,49.20000076293945,49460800,0.0,0
2021-12-01,49.84000015258789,50.310001373291016,48.52000045776367,48.599998474121094,35093500,0.0,0
2021-12-02,48.61000061035156,49.790000915527344,48.33000183105469,49.5,37240800,0.0,0
2021-12-03,49.68000030517578,50.060001373291016,48.7599983215332,49.25,32221900,0.0,0
2021-12-06,49.47999954223633,51.209999084472656,49.18000030517578,50.9900016784668,40336000,0.0,0
2021-12-07,54.65999984741211,55.0,52.209999084472656,52.56999969482422,91731500,0.0,0
2021-12-08,52.56999969482422,52.880001068115234,51.380001068115234,51.75,37143400,0.0,0
2021-12-09,51.29999923706055,51.59000015258789,50.43000030517578,50.47999954223633,31694200,0.0,0
2021-12-10,50.84000015258789,51.06999969482422,50.04999923706055,50.59000015258789,23769700,0.0,0
2021-12-13,50.849998474121094,51.02000045776367,49.95000076293945,50.0,35726900,0.0,0
2021-12-14,49.81999969482422,50.27000045776367,49.31999969482422,49.70000076293945,34120400,0.0,0
2021-12-15,49.869998931884766,50.779998779296875,49.33000183105469,50.66999816894531,32590300,0.0,0
2021-12-16,50.7400016784668,51.400001525878906,50.58000183105469,50.83000183105469,33132300,0.0,0
2021-12-17,50.59000015258789,51.02000045776367,50.0099983215332,50.619998931884766,50102300,0.0,0
2021-12-20,49.90999984741211,50.130001068115234,48.959999084472656,49.599998474121094,30140300,0.0,0
2021-12-21,49.939998626708984,50.84000015258789,49.939998626708984,50.77000045776367,31956300,0.0,0
2021-12-22,50.63999938964844,51.02000045776367,50.209999084472656,50.970001220703125,23307900,0.0,0
2021-12-23,51.08000183105469,51.72999954223633,51.04999923706055,51.310001373291016,25198200,0.0,0
2021-12-27,51.349998474121094,52.060001373291016,51.29999923706055,51.939998626708984,20985400,0.0,0
2021-12-28,51.93000030517578,52.119998931884766,51.630001068115234,51.7599983215332,19290400,0.0,0
2021-12-29,51.810001373291016,52.13999938964844,51.65999984741211,51.83000183105469,14174800,0.0,0
2021-12-30,51.91999816894531,52.13999938964844,51.650001525878906,51.7400016784668,18359400,0.0,0
2021-12-31,51.88999938964844,52.15999984741211,51.459999084472656,51.5,16319000,0.0,0
2022-01-03,51.650001525878906,53.22999954223633,51.599998474121094,53.209999084472656,33857600,0.0,0
2022-01-04,53.56999969482422,53.939998626708984,52.650001525878906,53.13999938964844,45681400,0.0,0
2022-01-05,54.189998626708984,56.16999816894531,53.83000183105469,53.869998931884766,59109300,0.0,0
2022-01-06,54.61000061035156,54.66999816894531,53.41999816894531,54.0099983215332,35757900,0.0,0
2022-01-07,54.189998626708984,54.38999938964844,53.150001525878906,53.439998626708984,30702600,0.0,0
2022-01-10,53.970001220703125,55.310001373291016,53.310001373291016,55.209999084472656,49260800,0.0,0
2022-01-11,55.5,56.08000183105469,54.72999954223633,55.90999984741211,39795200,0.0,0
2022-01-12,56.13999938964844,56.279998779296875,54.810001373291016,55.7400016784668,29136800,0.0,0
2022-01-13,56.0,56.209999084472656,54.77000045776367,54.939998626708984,29605400,0.0,0
2022-01-14,54.849998474121094,55.77000045776367,54.529998779296875,55.70000076293945,30141300,0.0,0
2022-01-18,55.310001373291016,55.650001525878906,54.68000030517578,54.7599983215332,35313800,0.0,0
2022-01-19,54.630001068115234,54.849998474121094,53.560001373291016,53.619998931884766,30595100,0.0,0
2022-01-20,53.86000061035156,54.09000015258789,51.939998626708984,52.040000915527344,28582600,0.0,0
2022-01-21,52.08000183105469,53.130001068115234,51.95000076293945,52.040000915527344,46347600,0.0,0
2022-01-24,51.47999954223633,52.130001068115234,49.880001068115234,51.939998626708984,64273600,0.0,0
2022-01-25,51.0099983215332,51.619998931884766,50.25,51.0,44095400,0.0,0
2022-01-26,51.130001068115234,52.720001220703125,50.75,51.689998626708984,54895400,0.0,0
2022-01-27,49.97999954223633,50.060001373291016,47.779998779296875,48.04999923706055,89568200,0.0,0
2022-01-28,47.709999084472656,48.20000076293945,46.29999923706055,47.72999954223633,61896100,0.0,0
2022-01-31,47.68000030517578,48.369998931884766,47.310001373291016,48.220001220703125,25095346,0.0,0
